的	j	0.0100000000
一	d	0.0099999999
是	u	0.0099999998
不	r	0.0099999997
了	e	0.0099999996
在	p	0.0099999995
我	t	0.0099999994
人	h	0.0099999993
他	he	0.0099999992
这	l	0.0099999991
有	pf	0.0099999990
个	hh	0.0099999989
大	i	0.0099999988
上	f	0.0099999987
中	k	0.0099999986
来	v	0.0099999985
地	ee	0.0099999984
和	b	0.0099999983
说	c	0.0099999982
为	o	0.0099999981
们	ht	0.0099999980
到	g	0.0099999979
你	hd	0.0099999978
就	q	0.0099999977
也	ey	0.0099999976
以	w	0.0099999975
国	a	0.0099999974
那	ao	0.0099999973
要	uw	0.0099999972
时	uo	0.0099999971
出	m	0.0099999970
着	s	0.0099999969
可	ek	0.0099999968
道	n	0.0099999967
之	x	0.0099999966
对	to	0.0099999965
会	hz	0.0099999964
自	vi	0.0099999963
而	ke	0.0099999962
得	gu	0.0099999961
下	df	0.0099999960
能	if	0.0099999959
过	oj	0.0099999958
生	is	0.0099999957
子	hi	0.0099999956
于	dp	0.0099999955
年	sl	0.0099999954
后	ud	0.0099999953
发	mt	0.0099999952
都	ru	0.0099999951
里	al	0.0099999950
没	mr	0.0099999949
还	rj	0.0099999948
所	ds	0.0099999947
去	ei	0.0099999946
看	oe	0.0099999945
事	dk	0.0099999944
如	wk	0.0099999943
用	gy	0.0099999942
小	ix	0.0099999941
作	ha	0.0099999940
多	vv	0.0099999939
行	px	0.0099999938
只	kn	0.0099999937
好	wh	0.0099999936
成	ma	0.0099999935
家	gh	0.0099999934
天	di	0.0099999933
她	we	0.0099999932
方	mf	0.0099999931
然	fa	0.0099999930
当	iw	0.0099999929
心	lx	0.0099999928
起	ib	0.0099999927
种	bk	0.0099999926
想	y	0.0099999925
经	qt	0.0099999924
现	rk	0.0099999923
但	hu	0.0099999922
法	me	0.0099999921
无	cu	0.0099999920
同	jd	0.0099999919
么	ti	0.0099999918
进	vj	0.0099999917
学	mg	0.0099999916
面	xm	0.0099999915
其	fn	0.0099999914
前	nf	0.0099999913
已	bi	0.0099999912
主	or	0.0099999911
从	hhr	0.0099999910
动	z	0.0099999909
分	nn	0.0099999908
把	ob	0.0099999907
开	dz	0.0099999906
军	gx	0.0099999905
又	ty	0.0099999904
两	zl	0.0099999903
本	yd	0.0099999902
因	ai	0.0099999901
定	ge	0.0099999900
部	xk	0.0099999899
与	da	0.0099999898
将	jv	0.0099999897
日	ur	0.0099999896
长	ic	0.0099999895
理	ra	0.0099999894
三	as	0.0099999893
些	lw	0.0099999892
实	go	0.0099999891
样	ys	0.0099999890
十	ps	0.0099999889
意	wl	0.0099999888
知	gk	0.0099999887
此	lwb	0.0099999886
第	jx	0.0099999885
力	cl	0.0099999884
很	gp	0.0099999883
正	dl	0.0099999882
高	qg	0.0099999881
手	os	0.0099999880
什	hp	0.0099999879
身	xs	0.0099999878
被	qn	0.0099999877
它	gw	0.0099999876
明	uf	0.0099999875
老	rl	0.0099999874
者	rur	0.0099999873
公	ni	0.0099999872
见	kj	0.0099999871
机	yq	0.0099999870
向	tj	0.0099999869
问	tk	0.0099999868
最	uv	0.0099999867
使	hdk	0.0099999866
全	hr	0.0099999865
点	fk	0.0099999864
情	lj	0.0099999863
外	vf	0.0099999862
民	vm	0.0099999861
并	nz	0.0099999860
战	fka	0.0099999859
关	nid	0.0099999858
工	lg	0.0099999857
回	ak	0.0099999856
等	je	0.0099999855
相	ye	0.0099999854
二	ne	0.0099999853
重	na	0.0099999852
由	uy	0.0099999851
头	oo	0.0099999850
声	jf	0.0099999849
性	li	0.0099999848
应	bm	0.0099999847
间	tu	0.0099999846
话	cw	0.0099999845
文	lww	0.0099999844
给	qz	0.0099999843
美	si	0.0099999842
业	oy	0.0099999841
物	xa	0.0099999840
真	pe	0.0099999839
体	hy	0.0099999838
或	akd	0.0099999837
政	dla	0.0099999836
几	qj	0.0099999835
内	jh	0.0099999834
利	bn	0.0099999833
打	op	0.0099999832
走	iz	0.0099999831
新	xy	0.0099999830
位	hx	0.0099999829
西	ux	0.0099999828
再	rjk	0.0099999827
产	xu	0.0099999826
加	ck	0.0099999825
月	fy	0.0099999824
却	eiw	0.0099999823
先	xr	0.0099999822
制	xan	0.0099999821
特	xe	0.0099999820
果	cy	0.0099999819
东	ci	0.0099999818
神	lu	0.0099999817
儿	re	0.0099999816
才	pt	0.0099999815
门	tm	0.0099999814
太	io	0.0099999813
合	zk	0.0099999812
信	hdy	0.0099999811
表	jq	0.0099999810
原	uj	0.0099999809
女	wn	0.0099999808
更	se	0.0099999807
己	bj	0.0099999806
名	vk	0.0099999805
立	xl	0.0099999804
比	ww	0.0099999803
代	hxi	0.0099999802
四	bs	0.0099999801
斯	fns	0.0099999800
任	htj	0.0099999799
次	gpq	0.0099999798
世	pa	0.0099999797
便	hs	0.0099999796
听	ks	0.0099999795
提	ou	0.0099999794
做	ho	0.0099999793
海	ms	0.0099999792
水	mss	0.0099999791
教	rh	0.0099999790
眼	ep	0.0099999789
化	hw	0.0099999788
通	ig	0.0099999787
感	md	0.0099999786
王	rw	0.0099999785
各	kg	0.0099999784
口	kk	0.0099999783
气	iq	0.0099999782
别	kc	0.0099999781
少	it	0.0099999780
处	jfb	0.0099999779
平	zn	0.0099999778
常	sa	0.0099999777
解	dg	0.0099999776
何	hek	0.0099999775
接	ox	0.0099999774
目	em	0.0099999773
反	ut	0.0099999772
变	lr	0.0099999771
笑	jt	0.0099999770
总	nk	0.0099999769
入	vu	0.0099999768
认	ch	0.0099999767
条	jy	0.0099999766
安	gwn	0.0099999765
金	wj	0.0099999764
及	fj	0.0099999763
度	bp	0.0099999762
让	cf	0.0099999761
山	us	0.0099999760
马	sm	0.0099999759
受	igt	0.0099999758
活	mw	0.0099999757
结	qjk	0.0099999756
数	fw	0.0099999755
直	ped	0.0099999754
必	lt	0.0099999753
白	jb	0.0099999752
指	ow	0.0099999751
张	cic	0.0099999750
报	owt	0.0099999749
论	cn	0.0099999748
员	kv	0.0099999747
义	oei	0.0099999746
放	map	0.0099999745
电	ua	0.0099999744
至	gi	0.0099999743
五	uu	0.0099999742
系	tf	0.0099999741
难	tmi	0.0099999740
命	zkw	0.0099999739
建	ir	0.0099999738
尔	dix	0.0099999737
件	hxn	0.0099999736
死	sw	0.0099999735
保	hk	0.0099999734
完	gn	0.0099999733
许	cs	0.0099999732
题	ue	0.0099999731
场	ea	0.0099999730
空	alg	0.0099999729
计	cp	0.0099999728
怎	alx	0.0099999727
光	wg	0.0099999726
管	jg	0.0099999725
非	lf	0.0099999724
德	gpb	0.0099999723
强	ckv	0.0099999722
量	uda	0.0099999721
决	gv	0.0099999720
形	dzf	0.0099999719
像	hf	0.0099999718
期	fnf	0.0099999717
资	gpv	0.0099999716
队	xh	0.0099999715
清	mj	0.0099999714
务	jc	0.0099999713
嗯	ka	0.0099999712
统	qzr	0.0099999711
书	aa	0.0099999710
市	la	0.0099999709
司	ad	0.0099999708
师	nd	0.0099999707
住	hor	0.0099999706
即	pw	0.0099999705
克	ore	0.0099999704
带	qga	0.0099999703
飞	ff	0.0099999702
南	pj	0.0099999701
区	ve	0.0099999700
李	yh	0.0099999699
则	vn	0.0099999698
觉	mgk	0.0099999697
交	mei	0.0099999696
社	le	0.0099999695
今	za	0.0099999694
基	fne	0.0099999693
北	jw	0.0099999692
展	fp	0.0099999691
传	hn	0.0099999690
连	xj	0.0099999689
叫	kej	0.0099999688
治	mi	0.0099999687
路	ik	0.0099999686
万	dn	0.0099999685
告	xkk	0.0099999684
科	bl	0.0099999683
呢	kf	0.0099999682
思	clx	0.0099999681
达	ij	0.0099999680
记	cb	0.0099999679
转	xn	0.0099999678
望	nfr	0.0099999677
边	cj	0.0099999676
快	lv	0.0099999675
风	qe	0.0099999674
色	db	0.0099999673
该	cx	0.0099999672
界	chn	0.0099999671
象	fx	0.0099999670
权	yt	0.0099999669
拉	oxl	0.0099999668
设	cr	0.0099999667
且	hq	0.0099999666
